Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Numerical Investigation of Excess Capillary Pressure Created by Dry-Out and Replenishment Phenomenon in Geothermal Reservoirs,Transport in Porous Media,,,,10.1007/s11242-021-01679-y,Nasser FarazEhsan KhamehchiHamid Naderan Tahan,2021,https://link.springer.com/article/10.1007/s11242-021-01679-y,Article
Rheology of Immiscible Two-phase Flow in Mixed Wet Porous Media: Dynamic Pore Network Model and Capillary Fiber Bundle Model Results,Transport in Porous Media,,,,10.1007/s11242-021-01674-3,Hursanay FyhnSantanu SinhaSubhadeep RoyAlex Hansen,2021,https://link.springer.com/article/10.1007/s11242-021-01674-3,Article
Upscaling and Automation: Pushing the Boundaries of Multiscale Modeling through Symbolic Computing,Transport in Porous Media,,,,10.1007/s11242-021-01628-9,Kyle PietrzykSvyatoslav KorneevMorad BehandishIlenia Battiato,2021,https://link.springer.com/article/10.1007/s11242-021-01628-9,Article
A Probability-Based Pore Network Model of Particle Jamming in Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01673-4,Zihao LiHongtao YangZhuang SunD. Nicolas EspinozaMatthew T. Balhoff,2021,https://link.springer.com/article/10.1007/s11242-021-01673-4,Article
Pore-scale Transport in Rocks of Different Complexity Modeled by Random Walk Methods,Transport in Porous Media,,,,10.1007/s11242-021-01675-2,Philippe GouzeAlexandre PuyguiraudDelphine RoubinetMarco Dentz,2021,https://link.springer.com/article/10.1007/s11242-021-01675-2,Article
Multiscale Digital Rock Analysis for Complex Rocks,Transport in Porous Media,,,,10.1007/s11242-021-01667-2,L. C. RuspiniP. E. ØrenS. BergS. MasalmehT. BultreysC. TabernerT. SoropF. MarcelisM. AppelJ. FreemanO. B. Wilson,2021,https://link.springer.com/article/10.1007/s11242-021-01667-2,Article
Asymptotic Analysis of Unsteady Ideal Gas Flow Through Layered Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01672-5,Seth KeenanYana Nec,2021,https://link.springer.com/article/10.1007/s11242-021-01672-5,Article
Deterministic/Probabilistic Model as Strategy to Study Nanofluid Transport in Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01669-0,E. A. LópezJ. M. MejíaF. Chejne,2021,https://link.springer.com/article/10.1007/s11242-021-01669-0,Article
Flow Path Resistance in Heterogeneous Porous Media Recast into a Graph-Theory Problem,Transport in Porous Media,,,,10.1007/s11242-021-01671-6,Z. KanavasF. J. Pérez-RecheF. ArnsV. L. Morales,2021,https://link.springer.com/article/10.1007/s11242-021-01671-6,Article
Dynamic Properties of Nonlocal Temperature-Dependent FG Nanobeams under Various Thermal Environments,Transport in Porous Media,,,,10.1007/s11242-021-01666-3,Mohamed BendaidaAbdelmoumen Anis BousahlaAbderrahmane MouffokiHouari HeirecheFouad BouradaAbdelouahed TounsiAbdelkader BenachourAbdeldjebbar TounsiMuzamal Hussain,2021,https://link.springer.com/article/10.1007/s11242-021-01666-3,Article
Fluid Displacement in a 2D DFN Fracture: Time Integration of the Interface Position,Transport in Porous Media,,,,10.1007/s11242-021-01659-2,Alexandre Lavrov,2021,https://link.springer.com/article/10.1007/s11242-021-01659-2,Article
A Graphical Interpretation Technique to Evaluate Strength and Stability of Foam in Porous Media Based on Mobile-Trapped Foam Ratio,Transport in Porous Media,,,,10.1007/s11242-021-01668-1,Abdulrauf Rasheed Adebayo,2021,https://link.springer.com/article/10.1007/s11242-021-01668-1,Article
Numerical Investigation into Coarse-Scale Models of Diffusion in Complex Heterogeneous Media,Transport in Porous Media,,,,10.1007/s11242-021-01665-4,Nathan G. MarchElliot J. CarrIan W. Turner,2021,https://link.springer.com/article/10.1007/s11242-021-01665-4,Article
Spontaneous Imbibition and Drainage of Water in a Thin Porous Layer: Experiments and Modeling,Transport in Porous Media,,,,10.1007/s11242-021-01670-7,Luwen ZhuangS. Majid HassanizadehDivesh BhattC. J. van Duijn,2021,https://link.springer.com/article/10.1007/s11242-021-01670-7,Article
Front Tracking of Flow from a Fracture,Transport in Porous Media,,,,10.1007/s11242-021-01664-5,T. S. RamakrishnanM. G. SuppD. J. Wilkinson,2021,https://link.springer.com/article/10.1007/s11242-021-01664-5,Article
"Foreword of the Founding Editor of the Journal Transport in Porous Media, Jacob Bear",Transport in Porous Media,,,,10.1007/s11242-021-01652-9,Jacob Bear,2021,https://link.springer.com/article/10.1007/s11242-021-01652-9,Article
A Fully Mass Conservative Numerical Method for Multiphase Flow in Fractured Porous Reservoirs,Transport in Porous Media,,,,10.1007/s11242-021-01636-9,Hailiang CaiPeichao LiMeng FengYouzhi HaoDetang LuYuxi Xian,2021,https://link.springer.com/article/10.1007/s11242-021-01636-9,Article
GeoChemFoam: Direct Modelling of Multiphase Reactive Transport in Real Pore Geometries with Equilibrium Reactions,Transport in Porous Media,,,,10.1007/s11242-021-01661-8,Julien MaesHannah P. Menke,2021,https://link.springer.com/article/10.1007/s11242-021-01661-8,Article
A New Statistical Descriptor for the Physical Characterization and 3D Reconstruction of Heterogeneous Materials,Transport in Porous Media,,,,10.1007/s11242-021-01660-9,Amirhossein BagherianSeyedfarzad FamouriMostafa BaghaniDaniel GeorgeAzadeh SheidaeiMajid Baniassadi,2021,https://link.springer.com/article/10.1007/s11242-021-01660-9,Article
Analytical Solutions of Carbonate Acidizing in Radial Flow,Transport in Porous Media,,,,10.1007/s11242-021-01657-4,Polyneikis StrongylisEuripides Papamichos,2021,https://link.springer.com/article/10.1007/s11242-021-01657-4,Article
The Impacts of Pore Structure and Relative Humidity on Gas Transport in Shale: A Numerical Study by the Image-Based Multi-scale Pore Network Model,Transport in Porous Media,,,,10.1007/s11242-021-01663-6,Wenhui SongJun YaoKai ZhangHai SunYongfei Yang,2021,https://link.springer.com/article/10.1007/s11242-021-01663-6,Article
Vibration of FG Porous Three-Layered Beams Equipped by Agglomerated Nanocomposite Patches Resting on Vlasov's Foundation,Transport in Porous Media,,,,10.1007/s11242-021-01658-3,Mohammad KhorasaniHassan ElahiMarco EugeniLuca LampaniOmer Civalek,2021,https://link.springer.com/article/10.1007/s11242-021-01658-3,Article
Mixing-Induced Bimolecular Reactive Transport in Rough Channel Flows: Pore-Scale Simulation and Stochastic Upscaling,Transport in Porous Media,,,,10.1007/s11242-021-01662-7,Seonkyoo YoonPeter K. Kang,2021,https://link.springer.com/article/10.1007/s11242-021-01662-7,Article
Correction to: Parameterization of Biot–Willis Effective‑Stress Coefficient for Deformation and Alteration of Porous Rocks,Transport in Porous Media,,,,10.1007/s11242-021-01656-5,Faruk Civan,2021,https://link.springer.com/article/10.1007/s11242-021-01656-5,Article
Optimal Stability Thresholds in Rotating Fully Anisotropic Porous Medium with LTNE,Transport in Porous Media,,,,10.1007/s11242-021-01649-4,Florinda CaponeMaurizio GentileJacopo A. Gianfrani,2021,https://link.springer.com/article/10.1007/s11242-021-01649-4,Article
Pore-Scale Numerical Investigation of Evolving Porosity and Permeability Driven by Biofilm Growth,Transport in Porous Media,,,,10.1007/s11242-021-01654-7,Heewon JungChristof Meile,2021,https://link.springer.com/article/10.1007/s11242-021-01654-7,Article
"CO<span class=""mathjax-tex"">\(_{2}\)</span> Convection in Hydrocarbon Under Flowing Conditions",Transport in Porous Media,,,,10.1007/s11242-021-01653-8,Trine S. MykkeltvedtSarah E. GasdaTor Harald Sandve,2021,https://link.springer.com/article/10.1007/s11242-021-01653-8,Article
A Closed-form Solution for Source-term Emission of Xenon Isotopes from Underground Nuclear Explosions,Transport in Porous Media,,,,10.1007/s11242-021-01650-x,Yunwei SunCharles CarriganWilliam CassataYue HaoSouheil EzzedineTarabay Antoun,2021,https://link.springer.com/article/10.1007/s11242-021-01650-x,Article
Modeling Fluid Flow in Fractured Porous Media with the Interfacial Conditions Between Porous Medium and Fracture,Transport in Porous Media,,,,10.1007/s11242-021-01648-5,N. HosseiniA. R. Khoei,2021,https://link.springer.com/article/10.1007/s11242-021-01648-5,Article
A Local Thermal Non-Equilibrium Solution Based on the Brinkman–Forchheimer-Extended Darcy Model for Thermally and Hydrodynamically Fully Developed Flow in a Channel Filled with a Porous Medium,Transport in Porous Media,,,,10.1007/s11242-021-01645-8,Yuan YiXiaohui BaiFujio KuwaharaAkira Nakayama,2021,https://link.springer.com/article/10.1007/s11242-021-01645-8,Article
Impact of Pore Clogging by Bacteria on Underground Hydrogen Storage,Transport in Porous Media,,,,10.1007/s11242-021-01647-6,N. EddaouiM. PanfilovL. GanzerB. Hagemann,2021,https://link.springer.com/article/10.1007/s11242-021-01647-6,Article
"Simultaneous Determinations of Effective Porosity and Dispersion Coefficient from Core Flooding Experiments, Considering Chemical Reactions",Transport in Porous Media,,,,10.1007/s11242-021-01651-w,Romain GuibertPierre HorgueBettina SchumiTorsten ClemensGérald Debenest,2021,https://link.springer.com/article/10.1007/s11242-021-01651-w,Article
Fast Spontaneous Transport of a Non-wetting Fluid in a Disordered Nanoporous Medium,Transport in Porous Media,,,,10.1007/s11242-021-01638-7,Vladimir BormanAnton BelogorlovIvan Tronin,2021,https://link.springer.com/article/10.1007/s11242-021-01638-7,Article
Lattice Boltzmann Modeling of Drying of Porous Media Considering Contact Angle Hysteresis,Transport in Porous Media,,,,10.1007/s11242-021-01644-9,Feifei QinJianlin ZhaoQinjun KangDominique DeromeJan Carmeliet,2021,https://link.springer.com/article/10.1007/s11242-021-01644-9,Article
Hybrid Design Optimization of Sandwich Panels with Gradient Shape Anti-Tetrachiral Auxetic Core for Vibroacoustic Applications,Transport in Porous Media,,,,10.1007/s11242-021-01646-7,Mohammad Sadegh MazloomiMostafa Ranjbar,2021,https://link.springer.com/article/10.1007/s11242-021-01646-7,Article
Measuring Gas Transport and Sorption in Large Intact Geologic Specimens via the Piezometric Method,Transport in Porous Media,,,,10.1007/s11242-021-01627-w,Matthew PaulJoshua Feldman,2021,https://link.springer.com/article/10.1007/s11242-021-01627-w,Article
An Electrodiffusion Model Coupled with Fluid-Flow Effects for an On-Chip Electromembrane Extraction System,Transport in Porous Media,,,,10.1007/s11242-021-01643-w,Roshanak DolatabadiZiba GharehnazifamFatemeh MoraffahAli MohammadiMostafa Baghani,2021,https://link.springer.com/article/10.1007/s11242-021-01643-w,Article
Double-Diffusive Convection in Bidispersive Porous Medium with Chemical Reaction and Magnetic Field Effects,Transport in Porous Media,,,,10.1007/s11242-021-01642-x,Alaa Jabbar BaddayAkil J. Harfash,2021,https://link.springer.com/article/10.1007/s11242-021-01642-x,Article
Analysis of Nonlinear Dynamic Behavior of Sandwich Panels with Cellular Honeycomb Cores and Nano-Composite Skins,Transport in Porous Media,,,,10.1007/s11242-021-01641-y,Mohammad Reza BaratiHossein ShahverdiBehzad Hakimelahi,2021,https://link.springer.com/article/10.1007/s11242-021-01641-y,Article
Convective Instability in Slip Flow in a Vertical Circular Porous Microchannel,Transport in Porous Media,,,,10.1007/s11242-021-01639-6,A. A. AvramenkoI. V. ShevchukA. I. Tyrinov,2021,https://link.springer.com/article/10.1007/s11242-021-01639-6,Article
Approaches to Modeling Bed Drag in Pine Forest Litter for Wildland Fire Applications,Transport in Porous Media,,,,10.1007/s11242-021-01637-8,Eric V. MuellerMichael R. GallagherNicholas SkowronskiRory M. Hadden,2021,https://link.springer.com/article/10.1007/s11242-021-01637-8,Article
Rayleigh–Bénard Instability of an Ellis Fluid Saturating a Porous Medium,Transport in Porous Media,,,,10.1007/s11242-021-01640-z,Michele CelliAntonio BarlettaPedro V. Brandão,2021,https://link.springer.com/article/10.1007/s11242-021-01640-z,Article
Statistical Characterization of Heterogeneous Dissolution Rates of Calcite from In situ and Real-Time AFM Imaging,Transport in Porous Media,,,,10.1007/s11242-021-01624-z,Martina SienaGianlorenzo BussettiChiara RecalcatiMonica RivaLamberto DuòAlberto Guadagnini,2021,https://link.springer.com/article/10.1007/s11242-021-01624-z,Article
The Role of Discrete Capillary Rings in Mass Transfer From the Surface of a Drying Capillary Porous Medium,Transport in Porous Media,,,,10.1007/s11242-021-01635-w,Hafiz Tariq MahmoodEvangelos TsotsasAbdolreza Kharaghani,2021,https://link.springer.com/article/10.1007/s11242-021-01635-w,Article
Correction to: Darcy–Brinkman–Forchheimer Model for Film Boiling in Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01631-0,A. A. AvramenkoIgor V. ShevchukM. M. KovetskayaY. Y. Kovetska,2021,https://link.springer.com/article/10.1007/s11242-021-01631-0,Article
A Capillary Water-Retention Framework for the Effective Stress Parameter Considering Hydraulic Hysteresis,Transport in Porous Media,,,,10.1007/s11242-021-01626-x,Sakineh Fazli GhiyasabadiGhassem HabibagahiEhsan Nikooee,2021,https://link.springer.com/article/10.1007/s11242-021-01626-x,Article
Correction to: Pore Space and Fluid Phase Characterization in Round and Angular Partially Saturated Sands Using Radiation‑Based Tomography and Persistent Homology,Transport in Porous Media,,,,10.1007/s11242-021-01630-1,Mohmad Mohsin ThakurFelix KimDayakar PenumaduAnna Herring,2021,https://link.springer.com/article/10.1007/s11242-021-01630-1,Article
Flow and Transport Properties of Deforming Porous Media. II. Electrical Conductivity,Transport in Porous Media,,,,10.1007/s11242-021-01634-x,Samuel RichessonMuhammad Sahimi,2021,https://link.springer.com/article/10.1007/s11242-021-01634-x,Article
Flow and Transport Properties of Deforming Porous Media. I. Permeability,Transport in Porous Media,,,,10.1007/s11242-021-01633-y,Samuel RichessonMuhammad Sahimi,2021,https://link.springer.com/article/10.1007/s11242-021-01633-y,Article
On Single and Multiple pH-Sensitive Hydrogel Micro-valves: A 3D Transient Fully Coupled Fluid–Solid Interaction Study,Transport in Porous Media,,,,10.1007/s11242-021-01625-y,Soha NiroumandiMohammad ShojaeifardMostafa Baghani,2021,https://link.springer.com/article/10.1007/s11242-021-01625-y,Article
Large-Scale Model for the Dissolution of Heterogeneous Porous Formations: Theory and Numerical Validation,Transport in Porous Media,,,,10.1007/s11242-021-01623-0,Jianwei GuoFarid LaouafaMichel Quintard,2021,https://link.springer.com/article/10.1007/s11242-021-01623-0,Article
Influence of Wetting on Viscous Fingering Via 2D Lattice Boltzmann Simulations,Transport in Porous Media,,,,10.1007/s11242-021-01629-8,Peter MoraGabriele MorraDave A. YuenRuben Juanes,2021,https://link.springer.com/article/10.1007/s11242-021-01629-8,Article
Surface Patterning Increases Fluid Sorption Efficiency in Porous Reactive Coatings: A Model for Optimised Surface-Flow Filtration,Transport in Porous Media,,,,10.1007/s11242-021-01632-z,P. A. C. GaneC. J. RidgwayM. KijevčaninM. StijepovićP. S. UskokovićN. BaraćK. Dimić-MišićM. ImaniD. JanaćkovićE. Barceló,2021,https://link.springer.com/article/10.1007/s11242-021-01632-z,Article
Computationally Efficient Multiscale Neural Networks Applied to Fluid Flow in Complex 3D Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01617-y,Javier E. SantosYing YinHonggeun JoWen PanQinjun KangHari S. ViswanathanMaša ProdanovićMichael J. PyrczNicholas Lubbers,2021,https://link.springer.com/article/10.1007/s11242-021-01617-y,Article
Direct Numerical Simulation of Pore-Scale Trapping Events During Capillary-Dominated Two-Phase Flow in Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01619-w,Mosayeb ShamsKamaljit SinghBranko BijeljicMartin J. Blunt,2021,https://link.springer.com/article/10.1007/s11242-021-01619-w,Article
Investigate Effects of Microstructures on Nanoconfined Water Flow Behaviors from Viscous Dissipation Perspectives,Transport in Porous Media,,,,10.1007/s11242-021-01614-1,Han WangYuliang SuRui QiaoJiandong WangWendong Wang,2021,https://link.springer.com/article/10.1007/s11242-021-01614-1,Article
On the Maximum Concentration of Contaminants in Natural Aquifers,Transport in Porous Media,,,,10.1007/s11242-021-01620-3,Felipe P. J. de BarrosAldo Fiori,2021,https://link.springer.com/article/10.1007/s11242-021-01620-3,Article
Multiscale Characterization of Wettability in Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01615-0,Ryan T. ArmstrongChenhao SunPeyman MostaghimiSteffen BergMaja RückerPaul LuckhamApostolos GeorgiadisJames E. McClure,2021,https://link.springer.com/article/10.1007/s11242-021-01615-0,Article
Application of 3D Bioprinters for Dental Pulp Regeneration and Tissue Engineering (Porous architecture),Transport in Porous Media,,,,10.1007/s11242-021-01618-x,Pedram IranmaneshAthena EhsaniAbbasali KhademiAzadeh AsefnejadSheyda ShahriariMaryam SoleimaniMazyar Ghadiri NejadSaeed Saber-SamandariAmirsalar Khandan,2021,https://link.springer.com/article/10.1007/s11242-021-01618-x,Article
Estimating Caprock Impact on CO<sub>2</sub> Migration in the Gassum Formation Using 2D Seismic Line Data,Transport in Porous Media,,,,10.1007/s11242-021-01622-1,Odd AndersenAnja Sundal,2021,https://link.springer.com/article/10.1007/s11242-021-01622-1,Article
On Optimal Designs Using Topology Optimization for Flow Through Porous Media Applications,Transport in Porous Media,,,,10.1007/s11242-021-01616-z,T. PhatakK. B. Nakshatrala,2021,https://link.springer.com/article/10.1007/s11242-021-01616-z,Article
Critical REV Size of Multiphase Flow in Porous Media for Upscaling by Pore-Scale Modeling,Transport in Porous Media,,,,10.1007/s11242-021-01621-2,Tong LiuMoran Wang,2021,https://link.springer.com/article/10.1007/s11242-021-01621-2,Article
Electrical Signatures of Diffusion-Limited Mixing: Insights from a Milli-fluidic Tracer Experiment,Transport in Porous Media,,,,10.1007/s11242-021-01607-0,Alejandro Fernandez VisentiniPietro de AnnaDamien JougnotTanguy Le BorgneYves MéheustNiklas Linde,2021,https://link.springer.com/article/10.1007/s11242-021-01607-0,Article
Pore-Scale Imaging and Modelling of Reactive Flow in Evolving Porous Media: Tracking the Dynamics of the Fluid–Rock Interface,Transport in Porous Media,,,,10.1007/s11242-021-01613-2,Catherine NoirielCyprien Soulaine,2021,https://link.springer.com/article/10.1007/s11242-021-01613-2,Article
Effective Diffusivity Prediction of Radionuclides in Clay Formations Using an Integrated Upscaling Workflow,Transport in Porous Media,,,,10.1007/s11242-021-01596-0,Tao YuanCornelius Fischer,2021,https://link.springer.com/article/10.1007/s11242-021-01596-0,Article
"Pore-by-Pore Modelling, Validation and Prediction of Waterflooding in Oil-Wet Rocks Using Dynamic Synchrotron Data",Transport in Porous Media,,,,10.1007/s11242-021-01609-y,Sajjad ForoughiBranko BijeljicMartin J. Blunt,2021,https://link.springer.com/article/10.1007/s11242-021-01609-y,Article
Parameterization of Biot–Willis Effective-Stress Coefficient for Deformation and Alteration of Porous Rocks,Transport in Porous Media,,,,10.1007/s11242-021-01611-4,Faruk Civan,2021,https://link.springer.com/article/10.1007/s11242-021-01611-4,Article
Three-Dimensional Membrane Imaging with X-ray Ptychography: Determination of Membrane Transport Properties for Membrane Distillation,Transport in Porous Media,,,,10.1007/s11242-021-01603-4,Kerstin CramerNikolaos I. PrasianakisBojan NicenoJohannes IhliMirko HollerStephan Leyer,2021,https://link.springer.com/article/10.1007/s11242-021-01603-4,Article
The Effect of Wettability on Waterflood Oil Recovery in Carbonate Rock Samples: A Systematic Multi-scale Experimental Investigation,Transport in Porous Media,,,,10.1007/s11242-021-01612-3,Gerald K. EkechukwuMahdi KhishvandWendi KuangMohammad PiriShehadeh Masalmeh,2021,https://link.springer.com/article/10.1007/s11242-021-01612-3,Article
Dependence of the insulating behavior of some common woods to the pore network and packing density of their fibers: a microstructural approach,Transport in Porous Media,,,,10.1007/s11242-021-01610-5,E. Soubgui NouemsiZenabou N. M. NgouloureJ. C. BidoungE. KamseuSylvie RossignolCristina Leonelli,2021,https://link.springer.com/article/10.1007/s11242-021-01610-5,Article
Breakup Behaviors of Viscoelastic Polymer Droplets in 3-D Pore Throat Structure Microchannel,Transport in Porous Media,,,,10.1007/s11242-021-01608-z,Caili DaiZhongzhong ChuQihui JiangYining WuLong HeMingwei Zhao,2021,https://link.springer.com/article/10.1007/s11242-021-01608-z,Article
Dynamic Pore-Scale Modeling of Residual Trapping Following Imbibition in a Rough-walled Fracture,Transport in Porous Media,,,,10.1007/s11242-021-01606-1,Yanbin GongMohammad SedghiMohammad Piri,2021,https://link.springer.com/article/10.1007/s11242-021-01606-1,Article
On the Coupled Transient Hygrothermal Analysis in the Porous Cylindrical Panels,Transport in Porous Media,,,,10.1007/s11242-021-01605-2,Yaghoub Tadi BeniJaber Alihemmati,2021,https://link.springer.com/article/10.1007/s11242-021-01605-2,Article
Multiple Retention Mechanisms During Transport in Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01604-3,Jocenrique Carlo de Oliveira Rios FilhoAdriano dos SantosSidarta Araujo de Lima,2021,https://link.springer.com/article/10.1007/s11242-021-01604-3,Article
A (Dual) Network Model for Heat Transfer in Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01602-5,Timo KochKilian WeishauptJohannes MüllerBernhard WeigandRainer Helmig,2021,https://link.springer.com/article/10.1007/s11242-021-01602-5,Article
Effect of Water Saturation on the Electrical Conductivity of Microporous Silica Glass,Transport in Porous Media,,,,10.1007/s11242-021-01601-6,Ryosuke UmezawaMakoto KatsuraSatoru Nakashima,2021,https://link.springer.com/article/10.1007/s11242-021-01601-6,Article
Adsorption Characteristics and Thermodynamic Analysis of CH<sub>4</sub> and CO<sub>2</sub> on Continental and Marine Shale,Transport in Porous Media,,,,10.1007/s11242-021-01599-x,Kang YangJunping ZhouXuefu XianChengpeng ZhangShifeng TianZhiqiang DongMaolin FanJianchao Cai,2021,https://link.springer.com/article/10.1007/s11242-021-01599-x,Article
A Semi-Analytical Solution for Countercurrent Spontaneous Imbibition in Water-Wet Fractured Reservoirs,Transport in Porous Media,,,,10.1007/s11242-021-01591-5,Moises Velasco-LozanoMatthew T. Balhoff,2021,https://link.springer.com/article/10.1007/s11242-021-01591-5,Article
"Pore-Scale Imaging and Analysis of Wettability Order, Trapping and Displacement in Three-Phase Flow in Porous Media with Various Wettabilities",Transport in Porous Media,,,,10.1007/s11242-021-01595-1,Abdulla AlhosaniBranko BijeljicMartin J. Blunt,2021,https://link.springer.com/article/10.1007/s11242-021-01595-1,Article
Effects of Gas Trapping on Foam Mobility in a Model Fracture,Transport in Porous Media,,,,10.1007/s11242-021-01598-y,Kai LiKarl-Heinz A. A. WolfWilliam R. Rossen,2021,https://link.springer.com/article/10.1007/s11242-021-01598-y,Article
ML-LBM: Predicting and Accelerating Steady State Flow Simulation in Porous Media with Convolutional Neural Networks,Transport in Porous Media,,,,10.1007/s11242-021-01590-6,Ying Da WangTraiwit ChungRyan T. ArmstrongPeyman Mostaghimi,2021,https://link.springer.com/article/10.1007/s11242-021-01590-6,Article
Neighborhood Relationships of Widely Distributed and Irregularly Shaped Particles in Partially Dewatered Filter Cakes,Transport in Porous Media,,,,10.1007/s11242-021-01600-7,Erik LöwerFlorian PfaffThomas LeißnerUrs A. Peuker,2021,https://link.springer.com/article/10.1007/s11242-021-01600-7,Article
Investigation of Post-Darcy Flow in Thin Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01594-2,Nima Fallah JouybariT. Staffan Lundström,2021,https://link.springer.com/article/10.1007/s11242-021-01594-2,Article
Convective Mixing Driven by Non-monotonic Density,Transport in Porous Media,,,,10.1007/s11242-021-01593-3,M. T. EleniusS. E. Gasda,2021,https://link.springer.com/article/10.1007/s11242-021-01593-3,Article
"Physics-Driven Investigation of Wettability Effects on Two-Phase Flow in Natural Porous Media: Recent Advances, New Insights, and Future Perspectives",Transport in Porous Media,,,,10.1007/s11242-021-01597-z,Sahar BakhshianHarris Sajjad RabbaniNima Shokri,2021,https://link.springer.com/article/10.1007/s11242-021-01597-z,Article
Permeability Estimation of Regular Porous Structures: A Benchmark for Comparison of Methods,Transport in Porous Media,,,,10.1007/s11242-021-01586-2,Arndt WagnerElissa EggenweilerFelix WeinhardtZubin TrivediDavid KrachChristoph LohrmannKartik JainNikolaos KaradimitriouCarina BringedalPaul VolandChristian HolmHolger ClassHolger SteebIryna Rybak,2021,https://link.springer.com/article/10.1007/s11242-021-01586-2,Article
The Effects of Periodicity Assumptions in Porous Media Modelling,Transport in Porous Media,,,,10.1007/s11242-021-01587-1,T. O. M. ForslundI. A. S. LarssonJ. G. I. HellströmT. S. Lundström,2021,https://link.springer.com/article/10.1007/s11242-021-01587-1,Article
Poiseuille-Number-Based Kozeny–Carman Model for Computation of Pore Shape Factors on Arbitrary Cross Sections,Transport in Porous Media,,,,10.1007/s11242-021-01592-4,Valdecir A. Santos JúniorAntônio F. Silva JúniorTatiana A. SimõesGustavo P. Oliveira,2021,https://link.springer.com/article/10.1007/s11242-021-01592-4,Article
Analytical Solution for the Population-Balance Model Describing Foam Displacement,Transport in Porous Media,,,,10.1007/s11242-021-01589-z,Rosmery Q. ZavalaLuis F. LozanoPacelli L. J. ZithaGrigori Chapiro,2021,https://link.springer.com/article/10.1007/s11242-021-01589-z,Article
Permeability and the Ergun Equation as a Basis for Permeability Measurements of Metallic Foams and Wire Meshes,Transport in Porous Media,,,,10.1007/s11242-021-01579-1,C. CelebicanS. TanefoF. DurstC. Reichel,2021,https://link.springer.com/article/10.1007/s11242-021-01579-1,Article
A Nonlinear Solver with Phase Boundary Detection for Compositional Reservoir Simulation,Transport in Porous Media,,,,10.1007/s11242-021-01584-4,Ouassim KhebzeggaAlireza IranshahrHamdi Tchelepi,2021,https://link.springer.com/article/10.1007/s11242-021-01584-4,Article
Acoustic Properties of Fontainebleau Samples by Lattice Models,Transport in Porous Media,,,,10.1007/s11242-021-01583-5,The Anh NguyenA. PazdniakouP. M. Adler,2021,https://link.springer.com/article/10.1007/s11242-021-01583-5,Article
Pore-Scale Study of Rarefied Gas Flows Using Low-Variance Deviational Simulation Monte Carlo Method,Transport in Porous Media,,,,10.1007/s11242-021-01588-0,Ferdin Don BoscoYonghao Zhang,2021,https://link.springer.com/article/10.1007/s11242-021-01588-0,Article
Darcy–Brinkman Flow Over a Screen Embedded in an Anisotropic Porous Medium,Transport in Porous Media,,,,10.1007/s11242-021-01578-2,J. LiuC. Y. Wang,2021,https://link.springer.com/article/10.1007/s11242-021-01578-2,Article
Effect of Saturation and Image Resolution on Representative Elementary Volume and Topological Quantification: An Experimental Study on Bentheimer Sandstone Using Micro-CT,Transport in Porous Media,,,,10.1007/s11242-021-01571-9,Ruotong HuangAnna L. HerringAdrian Sheppard,2021,https://link.springer.com/article/10.1007/s11242-021-01571-9,Article
Pore-Scale Modeling of Electrokinetics in Geomaterials,Transport in Porous Media,,,,10.1007/s11242-021-01581-7,Pikee PriyaKristopher L. KuhlmanNarayana R. Aluru,2021,https://link.springer.com/article/10.1007/s11242-021-01581-7,Article
Spontaneous Imbibition Dynamics of Liquids in Partially-Wet Nanoporous Media: Experiment and Theory,Transport in Porous Media,,,,10.1007/s11242-021-01574-6,Bin PanChristopher R. ClarksonMarwa AtwaXia TongChris DebuhrAmin GhanizadehViola I. Birss,2021,https://link.springer.com/article/10.1007/s11242-021-01574-6,Article
Convective Stability of a Net Mass Flow Through a Horizontal Porous Layer with Immobilization and Clogging,Transport in Porous Media,,,,10.1007/s11242-021-01582-6,Boris S. MaryshevLyudmila S. Klimenko,2021,https://link.springer.com/article/10.1007/s11242-021-01582-6,Article
Modeling the effects of capillary pressure with the presence of full tensor permeability and discrete fracture models using the mimetic finite difference method,Transport in Porous Media,,,,10.1007/s11242-021-01585-3,Abdul Salam AbdNa ZhangAhmad S. Abushaikha,2021,https://link.springer.com/article/10.1007/s11242-021-01585-3,Article
"Injection-Induced Poroelastic Response of Porous Media Containing Fine Particles, Incorporating Particle Mobilization, Transport, and Straining",Transport in Porous Media,,,,10.1007/s11242-021-01580-8,Xinle ZhaiKamelia Atefi-Monfared,2021,https://link.springer.com/article/10.1007/s11242-021-01580-8,Article
